磁芯损耗，w/m3,频率，Hz,温度，oC,励磁波形,均值,中位数,总和,标准差,最小值,最大值,极差,变异系数,Q1,Q3,偏度,峰度,主频
5461.073831,125860,70,1,-0.000000,-0.000000,-0.000000,0.027628,-0.038976,0.038928,0.077904,-3536410013.080125,-0.027644,0.027598,-0.001388,-1.502123,0.000976
7458.482682,125860,70,1,0.000000,0.000000,0.000000,0.031137,-0.043944,0.043888,0.087831,1138722131.430821,-0.031139,0.031162,-0.001483,-1.502218,0.000976
9835.249573,125850,70,1,-0.000000,-0.000000,-0.000000,0.034604,-0.048841,0.048775,0.097616,-1476430838.478075,-0.034599,0.034616,-0.001502,-1.502814,0.000976
13517.145570,125860,70,1,0.000000,0.000000,0.000000,0.039020,-0.055101,0.055008,0.110109,3632427906.903545,-0.038991,0.038989,-0.001804,-1.502278,0.000976
18744.338170,125850,70,1,0.000000,0.000000,0.000000,0.044116,-0.062306,0.062189,0.124495,9034858586.850742,-0.044141,0.044113,-0.001941,-1.502520,0.000976
46934.434460,125860,70,1,0.000000,0.000000,0.000000,0.062457,-0.088395,0.088130,0.176525,3553108837.607454,-0.062309,0.062432,-0.003134,-1.499934,0.000976
66263.002140,125860,70,1,-0.000000,-0.000000,-0.000000,0.070108,-0.099035,0.098713,0.197749,-8973826757.626682,-0.070085,0.069969,-0.003352,-1.502805,0.000976
88778.253080,125860,70,1,0.000000,0.000151,0.000000,0.077853,-0.110066,0.109631,0.219697,3986076129.080842,-0.077916,0.077890,-0.004380,-1.502172,0.000976
121961.439400,125860,70,1,-0.000000,0.000067,-0.000000,0.087514,-0.123752,0.123221,0.246972,-4073381208.930407,-0.087529,0.087568,-0.004726,-1.502552,0.000976
166252.852000,125860,70,1,0.000000,0.000010,0.000000,0.097979,-0.138655,0.137957,0.276612,100326837624.216537,-0.097901,0.097975,-0.005459,-1.501795,0.000976
229363.586600,125850,70,1,0.000000,0.000098,0.000000,0.110202,-0.156119,0.155236,0.311355,3761555087.654028,-0.109988,0.110239,-0.006017,-1.500203,0.000976
565501.926100,125860,70,1,0.000000,0.000339,0.000000,0.153040,-0.216757,0.214889,0.431646,15671300449.280260,-0.153050,0.152871,-0.008990,-1.503273,0.000976
767746.931300,125860,70,1,-0.000000,0.000647,-0.000000,0.172301,-0.244184,0.241830,0.486014,-12602642826.201601,-0.172519,0.172488,-0.010090,-1.503360,0.000976
684.496137,141250,70,1,-0.000000,-0.000000,-0.000000,0.011079,-0.015657,0.015651,0.031308,-162072799.296030,-0.011060,0.011049,-0.000402,-1.500283,0.000976
1223.104389,141270,70,1,0.000000,0.000000,0.000000,0.013771,-0.019434,0.019418,0.038853,352544209.184037,-0.013766,0.013781,-0.000796,-1.502514,0.000976
1651.460177,141260,70,1,-0.000000,-0.000000,-0.000000,0.015541,-0.021941,0.021922,0.043864,-884102655.120878,-0.015539,0.015523,-0.001039,-1.502289,0.000976
2196.263153,141260,70,1,0.000000,0.000000,0.000000,0.017425,-0.024608,0.024585,0.049193,446084332.823163,-0.017415,0.017410,-0.000924,-1.501851,0.000976
16871.503220,141260,70,1,-0.000000,-0.000000,-0.000000,0.039201,-0.055377,0.055266,0.110642,-1180631125.140364,-0.039224,0.039250,-0.002207,-1.502291,0.000976
22861.112870,141260,70,1,0.000000,0.000000,0.000000,0.043967,-0.062144,0.062002,0.124146,1500735924.029913,-0.043949,0.043987,-0.002458,-1.501472,0.000976
31500.344930,141260,70,1,-0.000000,-0.000000,-0.000000,0.049544,-0.070097,0.069913,0.140010,-3902526312.782513,-0.049552,0.049547,-0.002781,-1.499811,0.000976
41795.510080,141260,70,1,0.000000,0.000050,0.000000,0.055490,-0.078529,0.078307,0.156836,1183780556.868729,-0.055332,0.055408,-0.002971,-1.499996,0.000976
59257.327240,141260,70,1,0.000000,0.000008,0.000000,0.062453,-0.088246,0.087952,0.176198,9135900543.390804,-0.062360,0.062469,-0.003506,-1.502559,0.000976
107555.060900,141260,70,1,0.000000,0.000163,0.000000,0.077751,-0.109943,0.109503,0.219446,5686914582.111660,-0.077806,0.077796,-0.004265,-1.502225,0.000976
279113.571200,141260,70,1,0.000000,0.000090,0.000000,0.110412,-0.156493,0.155534,0.312028,56530857636.262222,-0.110184,0.110237,-0.006462,-1.500208,0.000976
383578.098500,141260,70,1,-0.000000,0.000584,-0.000000,0.123381,-0.174609,0.173387,0.347996,-126340403013.268738,-0.123483,0.123232,-0.007345,-1.503007,0.000976
681198.422800,141260,70,1,0.000000,0.000451,0.000000,0.153527,-0.217573,0.215635,0.433207,9247722406.756390,-0.153676,0.153467,-0.009271,-1.502481,0.000976
684.046237,158510,70,1,-0.000000,-0.000000,-0.000000,0.009876,-0.013960,0.013951,0.027911,-280930141.223696,-0.009848,0.009862,-0.000697,-1.500207,0.000976
922.419979,158500,70,1,-0.000000,-0.000000,-0.000000,0.011004,-0.015527,0.015518,0.031045,-114978781.385708,-0.011007,0.011007,-0.000468,-1.502792,0.000976
1607.580943,158500,70,1,-0.000000,-0.000000,-0.000000,0.013842,-0.019544,0.019529,0.039073,-383081981.732461,-0.013852,0.013823,-0.000861,-1.502248,0.000976
2862.749609,158500,70,1,0.000000,0.000000,0.000000,0.017492,-0.024728,0.024703,0.049431,267336212.371776,-0.017499,0.017459,-0.001066,-1.499951,0.000976
3828.618031,158500,70,1,-0.000000,-0.000000,-0.000000,0.019708,-0.027863,0.027833,0.055696,-576608392.532650,-0.019702,0.019666,-0.001199,-1.500145,0.000976
4951.620441,158500,70,1,0.000000,0.000000,0.000000,0.021976,-0.031005,0.030969,0.061974,478798593.914465,-0.022006,0.021961,-0.001244,-1.502144,0.000976
6456.609337,158500,70,1,0.000000,0.000015,0.000000,0.024637,-0.034776,0.034716,0.069492,901006105.405885,-0.024635,0.024622,-0.001581,-1.502369,0.000976
8635.440552,158500,70,1,-0.000000,-0.000000,-0.000000,0.027605,-0.038964,0.038911,0.077875,-1766739878.555536,-0.027614,0.027594,-0.001437,-1.502768,0.000976
11710.853790,158500,70,1,0.000000,0.000000,0.000000,0.031109,-0.043933,0.043858,0.087792,530934023.348785,-0.031140,0.031099,-0.001743,-1.502293,0.000976
21146.583860,158500,70,1,0.000000,0.000000,0.000000,0.039124,-0.055300,0.055168,0.110467,6677162817.698470,-0.039134,0.039150,-0.002463,-1.501582,0.000976
29086.500040,158500,70,1,-0.000000,0.000058,-0.000000,0.044163,-0.062476,0.062326,0.124802,-565282330.030857,-0.044051,0.044062,-0.002576,-1.499788,0.000976
39467.029660,158500,70,1,-0.000000,0.000037,-0.000000,0.049600,-0.070185,0.070004,0.140188,-1881124598.438777,-0.049501,0.049478,-0.002821,-1.500011,0.000976
54462.488620,158500,70,1,-0.000000,0.000004,-0.000000,0.055716,-0.078714,0.078475,0.157189,-57053375542.109749,-0.055715,0.055606,-0.003115,-1.502666,0.000976
71864.291400,158500,70,1,-0.000000,0.000044,-0.000000,0.061833,-0.087403,0.087111,0.174515,-3165829312.097165,-0.061724,0.061871,-0.003589,-1.502020,0.000976
134018.858200,158500,70,1,-0.000000,0.000074,-0.000000,0.078003,-0.110350,0.109884,0.220234,-1377164827.419504,-0.077853,0.078054,-0.004600,-1.501600,0.000976
183163.298600,158500,70,1,-0.000000,0.000114,-0.000000,0.087411,-0.123787,0.123216,0.247003,-17901828331.807869,-0.087357,0.087318,-0.005052,-1.499897,0.000976
248601.604900,158500,70,1,0.000000,0.000017,0.000000,0.098034,-0.138932,0.138159,0.277091,4563050033.842915,-0.097773,0.097845,-0.005870,-1.499924,0.000976
343043.141500,158500,70,1,-0.000000,0.000076,-0.000000,0.109890,-0.155497,0.154508,0.310004,-16075296483.788721,-0.109671,0.109945,-0.006706,-1.502787,0.000976
458087.458800,158510,70,1,-0.000000,0.000138,-0.000000,0.122717,-0.173744,0.172526,0.346269,-4333159342.923745,-0.122530,0.122822,-0.007262,-1.502353,0.000976
972.343156,177820,70,1,-0.000000,-0.000000,-0.000000,0.009814,-0.013847,0.013842,0.027690,-182724158.651250,-0.009824,0.009809,-0.000488,-1.502628,0.000976
1240.280021,177820,70,1,-0.000000,-0.000000,-0.000000,0.011000,-0.015525,0.015517,0.031042,-197618272.040855,-0.010990,0.010992,-0.000576,-1.502474,0.000976
1621.650775,177820,70,1,0.000000,0.000000,0.000000,0.012318,-0.017390,0.017378,0.034768,1576680271.933277,-0.012298,0.012318,-0.000642,-1.502284,0.000976
2160.401640,177820,70,1,-0.000000,-0.000000,-0.000000,0.013887,-0.019613,0.019598,0.039211,-278833078.645400,-0.013900,0.013877,-0.000721,-1.501674,0.000976
2872.931727,177820,70,1,0.000000,0.000000,0.000000,0.015627,-0.022084,0.022068,0.044152,250024127.396195,-0.015593,0.015629,-0.000794,-1.500059,0.000976
3816.746169,177820,70,1,0.000000,0.000000,0.000000,0.017595,-0.024869,0.024852,0.049722,261113380.625172,-0.017549,0.017587,-0.000751,-1.500268,0.000976
4882.887341,177820,70,1,0.000000,0.000000,0.000000,0.019547,-0.027576,0.027541,0.055116,4003200663.271448,-0.019568,0.019538,-0.001179,-1.502342,0.000976
6331.884828,177820,70,1,0.000000,0.000000,0.000000,0.021805,-0.030768,0.030735,0.061502,1594847118.781250,-0.021779,0.021816,-0.001101,-1.502457,0.000976
27276.829780,177820,70,1,-0.000000,-0.000000,-0.000000,0.039259,-0.055532,0.055409,0.110941,-20100655075.841446,-0.039271,0.039249,-0.002234,-1.499846,0.000976
36943.648620,177820,70,1,0.000000,0.000073,0.000000,0.044149,-0.062463,0.062310,0.124772,438916860.852207,-0.044024,0.044023,-0.002566,-1.500120,0.000976
51429.636750,177820,70,1,0.000000,0.000057,0.000000,0.049524,-0.069952,0.069771,0.139724,1056509035.850879,-0.049471,0.049467,-0.002712,-1.502731,0.000976
66137.618720,177820,70,1,-0.000000,0.000093,-0.000000,0.054986,-0.077712,0.077486,0.155198,-2252210348.152194,-0.054942,0.054926,-0.003039,-1.501996,0.000976
122500.502400,177820,70,1,0.000000,0.000098,0.000000,0.069509,-0.098332,0.097942,0.196273,5475156787.557694,-0.069535,0.069420,-0.004236,-1.501415,0.000976
168565.123200,177820,70,1,0.000000,0.000000,0.000000,0.078250,-0.110810,0.110331,0.221141,1635262951.552459,-0.078041,0.078144,-0.004518,-1.499720,0.000976
227136.565400,177820,70,1,-0.000000,0.000272,-0.000000,0.087578,-0.124095,0.123452,0.247547,-7473308933.792110,-0.087549,0.087565,-0.005396,-1.499885,0.000976
311926.609700,177820,70,1,0.000000,0.000000,0.000000,0.098014,-0.138650,0.137856,0.276507,4181920313.639844,-0.097830,0.097946,-0.005881,-1.502617,0.000976
414834.470700,177820,70,1,-0.000000,0.000381,-0.000000,0.109451,-0.154957,0.153971,0.308929,-22415714583.930611,-0.109394,0.109414,-0.006656,-1.501982,0.000976
555290.061500,177820,70,1,-0.000000,0.000379,-0.000000,0.122634,-0.173743,0.172486,0.346229,-15697077235.772087,-0.122762,0.122560,-0.007659,-1.501573,0.000976
1126.803697,199500,70,1,-0.000000,-0.000000,-0.000000,0.009286,-0.013124,0.013117,0.026241,-365726536.888851,-0.009269,0.009262,-0.000632,-1.500968,0.000976
1030.126905,199500,70,1,-0.000000,-0.000000,-0.000000,0.008752,-0.012346,0.012340,0.024687,-149360701.631029,-0.008758,0.008748,-0.000377,-1.502855,0.000976
1723.710939,199500,70,1,0.000000,0.000000,0.000000,0.011025,-0.015561,0.015555,0.031116,120102985.763721,-0.011015,0.011016,-0.000509,-1.502452,0.000976
2954.399924,199500,70,1,-0.000000,0.000005,-0.000000,0.013938,-0.019697,0.019685,0.039382,-1097900312.255207,-0.013933,0.013927,-0.000667,-1.500203,0.000976
3901.908918,199500,70,1,-0.000000,-0.000000,-0.000000,0.015696,-0.022188,0.022171,0.044359,-281983308.512599,-0.015665,0.015692,-0.000923,-1.500284,0.000976
5014.948484,199500,70,1,0.000000,0.000000,0.000000,0.017473,-0.024647,0.024623,0.049270,2981983702.201471,-0.017497,0.017456,-0.000928,-1.502209,0.000976
6523.680412,199500,70,1,-0.000000,-0.000000,-0.000000,0.019597,-0.027653,0.027624,0.055277,-250837218.210559,-0.019570,0.019604,-0.000939,-1.502429,0.000976
8532.407450,199500,70,1,0.000000,0.000000,0.000000,0.021957,-0.030984,0.030955,0.061939,7494519102.034965,-0.021938,0.021961,-0.000977,-1.502807,0.000976
11297.510220,199500,70,1,-0.000000,0.000015,-0.000000,0.024667,-0.034823,0.034788,0.069611,-346019171.950946,-0.024660,0.024649,-0.001036,-1.502317,0.000976
14787.637760,199500,70,1,-0.000000,-0.000000,-0.000000,0.027708,-0.039132,0.039072,0.078204,-515872636.296996,-0.027734,0.027674,-0.001545,-1.502353,0.000976
19695.677250,199500,70,1,0.000000,0.000000,0.000000,0.031144,-0.043998,0.043938,0.087936,15945831575.822092,-0.031147,0.031145,-0.001437,-1.501602,0.000976
35576.349050,199500,70,1,-0.000000,-0.000000,-0.000000,0.039423,-0.055764,0.055656,0.111419,-5046133755.642408,-0.039353,0.039339,-0.002105,-1.500171,0.000976
85105.425780,199500,70,1,0.000000,0.000000,0.000000,0.055339,-0.078200,0.077989,0.156189,56668970753.788940,-0.055389,0.055311,-0.002835,-1.502347,0.000976
112803.502000,199500,70,1,0.000000,0.000089,0.000000,0.061647,-0.087177,0.086888,0.174065,1169018727.742077,-0.061638,0.061572,-0.003557,-1.501594,0.000976
210884.544700,199500,70,1,0.000000,0.000090,0.000000,0.078261,-0.110842,0.110370,0.221212,2968118679.231050,-0.078179,0.078137,-0.004528,-1.499852,0.000976
289045.561000,199500,70,1,-0.000000,0.000024,-0.000000,0.087657,-0.123957,0.123348,0.247304,-2895504413.994596,-0.087588,0.087495,-0.005110,-1.502443,0.000976
377745.098500,199500,70,1,-0.000000,0.000053,-0.000000,0.097255,-0.137658,0.136908,0.274566,-4526789518.957256,-0.097158,0.097110,-0.005978,-1.501607,0.000976
510097.382700,199500,70,1,-0.000000,0.000031,-0.000000,0.109549,-0.155125,0.154168,0.309292,-22435304805.563282,-0.109477,0.109631,-0.006493,-1.501546,0.000976
1627.797108,223850,70,1,0.000000,0.000000,0.000000,0.009305,-0.013132,0.013128,0.026260,161491037.078610,-0.009308,0.009309,-0.000465,-1.502366,0.000976
1429.962384,223850,70,1,0.000000,0.000000,0.000000,0.008747,-0.012347,0.012338,0.024685,157141619.296537,-0.008737,0.008742,-0.000447,-1.502351,0.000976
1814.406296,223860,70,1,0.000000,0.000000,0.000000,0.009791,-0.013819,0.013814,0.027633,120800333.214567,-0.009795,0.009803,-0.000385,-1.502614,0.000976
2341.428255,223850,70,1,-0.000000,-0.000000,-0.000000,0.010960,-0.015473,0.015467,0.030939,-1603301919.215738,-0.010963,0.010947,-0.000404,-1.502113,0.000976
4050.751571,223850,70,1,-0.000000,0.000001,-0.000000,0.013941,-0.019706,0.019692,0.039398,-396540700.001240,-0.013925,0.013932,-0.000692,-1.500257,0.000976
5180.006426,223850,70,1,-0.000000,-0.000000,-0.000000,0.015580,-0.021978,0.021956,0.043933,-1994236542.988107,-0.015581,0.015594,-0.000939,-1.502229,0.000976
6718.098780,223850,70,1,-0.000000,-0.000000,-0.000000,0.017427,-0.024585,0.024563,0.049148,-17844859531.123631,-0.017440,0.017412,-0.000924,-1.502654,0.000976
8650.154327,223850,70,1,-0.000000,0.000010,-0.000000,0.019522,-0.027551,0.027519,0.055070,-1110574002.000990,-0.019510,0.019512,-0.001050,-1.502919,0.000976
15028.791650,223860,70,1,-0.000000,-0.000000,-0.000000,0.024693,-0.034870,0.034826,0.069697,-722444159.170670,-0.024722,0.024675,-0.001342,-1.502348,0.000976
19653.102500,223850,70,1,0.000000,0.000005,0.000000,0.027798,-0.039272,0.039217,0.078488,813277008.554355,-0.027762,0.027790,-0.001433,-1.501570,0.000976
34840.653020,223850,70,1,-0.000000,-0.000000,-0.000000,0.035175,-0.049751,0.049665,0.099416,-2770733654.582701,-0.035157,0.035176,-0.001863,-1.500153,0.000976
47695.167910,223860,70,1,-0.000000,-0.000000,-0.000000,0.039419,-0.055653,0.055554,0.111207,-2018252996.594206,-0.039381,0.039353,-0.001851,-1.502606,0.000976
61750.054560,223850,70,1,-0.000000,0.000067,-0.000000,0.043773,-0.061845,0.061694,0.123539,-689599854.162729,-0.043709,0.043737,-0.002473,-1.502166,0.000976
82271.439870,223850,70,1,-0.000000,-0.000000,-0.000000,0.049181,-0.069509,0.069319,0.138829,-1526107126.513439,-0.049240,0.049140,-0.002988,-1.502103,0.000976
108493.613300,223850,70,1,0.000000,0.000091,0.000000,0.055345,-0.078255,0.078028,0.156283,2576066509.151536,-0.055309,0.055270,-0.003058,-1.501483,0.000976
147133.996400,223850,70,1,-0.000000,-0.000000,-0.000000,0.062250,-0.088108,0.087815,0.175923,-1634455492.881260,-0.062127,0.062168,-0.003476,-1.499721,0.000976
197240.305400,223850,70,1,0.000000,0.000000,0.000000,0.069777,-0.098815,0.098440,0.197255,1786287899.515282,-0.069667,0.069585,-0.004035,-1.499682,0.000976
268764.792900,223850,70,1,0.000000,0.000125,0.000000,0.078126,-0.110458,0.109992,0.220451,4210575492.017475,-0.078101,0.078156,-0.004317,-1.502337,0.000976
350464.588000,223850,70,1,-0.000000,0.000290,-0.000000,0.086662,-0.122629,0.122004,0.244633,-88741701845.919769,-0.086706,0.086624,-0.005396,-1.501628,0.000976
470806.212500,223850,70,1,0.000000,0.000165,0.000000,0.097510,-0.138082,0.137299,0.275380,24962863219.211800,-0.097593,0.097355,-0.005968,-1.501173,0.000976
2323.752022,251170,70,1,-0.000000,-0.000000,-0.000000,0.009390,-0.013255,0.013250,0.026505,-274722238.038843,-0.009394,0.009396,-0.000363,-1.502405,0.000976
2008.202927,251170,70,1,0.000000,0.000000,0.000000,0.008764,-0.012373,0.012365,0.024738,407944615.108291,-0.008767,0.008774,-0.000536,-1.502410,0.000976
2555.563955,251170,70,1,-0.000000,-0.000000,-0.000000,0.009830,-0.013878,0.013871,0.027749,-143180192.047389,-0.009836,0.009831,-0.000546,-1.501971,0.000976
3297.341904,251170,70,1,-0.000000,-0.000000,-0.000000,0.011045,-0.015608,0.015601,0.031210,-117816439.333467,-0.011019,0.011039,-0.000474,-1.500211,0.000976
4304.419927,251170,70,1,-0.000000,0.000004,-0.000000,0.012464,-0.017619,0.017609,0.035229,-1418094017.447444,-0.012453,0.012450,-0.000631,-1.500140,0.000976
6931.464415,251170,70,1,0.000000,0.000000,0.000000,0.015455,-0.021805,0.021790,0.043595,688091301.012960,-0.015467,0.015438,-0.000579,-1.502422,0.000976
9096.516792,251170,70,1,-0.000000,-0.000000,-0.000000,0.017471,-0.024654,0.024635,0.049289,-425962858.510192,-0.017482,0.017448,-0.000885,-1.502813,0.000976
11581.254870,251170,70,1,0.000000,0.000000,0.000000,0.019488,-0.027505,0.027482,0.054988,19955485361.564602,-0.019486,0.019489,-0.001035,-1.502440,0.000976
34570.510950,251170,70,1,0.000000,0.000000,0.000000,0.031340,-0.044325,0.044253,0.088578,916920927.813308,-0.031289,0.031313,-0.001710,-1.500063,0.000976
59800.530340,251170,70,1,-0.000000,-0.000000,-0.000000,0.038875,-0.054915,0.054795,0.109710,-1531094628.197781,-0.038894,0.038858,-0.002193,-1.502124,0.000976
79473.078700,251170,70,1,-0.000000,0.000068,-0.000000,0.043766,-0.061842,0.061688,0.123531,-2134097474.874430,-0.043713,0.043743,-0.002528,-1.502239,0.000976
105156.181900,251170,70,1,-0.000000,-0.000000,-0.000000,0.049097,-0.069408,0.069232,0.138640,-12568903047.044231,-0.049106,0.049084,-0.002772,-1.501466,0.000976
140342.379600,251170,70,1,-0.000000,0.000080,-0.000000,0.055497,-0.078537,0.078306,0.156842,-28414761964.845177,-0.055486,0.055408,-0.003144,-1.499761,0.000976
185278.196000,251170,70,1,-0.000000,-0.000000,-0.000000,0.062012,-0.087800,0.087508,0.175308,-31749608529.815174,-0.061928,0.061847,-0.003623,-1.499695,0.000976
253345.194400,251170,70,1,-0.000000,-0.000000,-0.000000,0.069637,-0.098455,0.098055,0.196510,-1739236003.725490,-0.069496,0.069482,-0.004209,-1.502120,0.000976
330637.061800,251170,70,1,0.000000,0.000174,0.000000,0.077441,-0.109559,0.109104,0.218663,9912437394.452824,-0.077409,0.077481,-0.004519,-1.501329,0.000976
440869.511500,251170,70,1,-0.000000,-0.000000,-0.000000,0.086925,-0.123067,0.122436,0.245503,-2405721198.752568,-0.086908,0.086831,-0.005399,-1.500924,0.000976
3219.780591,281850,70,1,0.000000,0.000000,0.000000,0.009425,-0.013318,0.013311,0.026629,292466779.530298,-0.009420,0.009402,-0.000603,-1.500234,0.000976
2799.945547,281860,70,1,0.000000,0.000000,0.000000,0.008824,-0.012462,0.012454,0.024917,347547410.368401,-0.008823,0.008833,-0.000607,-1.501550,0.000976
3533.266046,281850,70,1,0.000000,0.000000,0.000000,0.009863,-0.013937,0.013931,0.027868,348249245.997913,-0.009847,0.009849,-0.000588,-1.500089,0.000976
4525.315676,281860,70,1,-0.000000,-0.000000,-0.000000,0.011077,-0.015658,0.015650,0.031308,-2835766375.316560,-0.011075,0.011056,-0.000594,-1.500132,0.000976
5719.052101,281850,70,1,0.000000,0.000000,0.000000,0.012359,-0.017437,0.017420,0.034857,12655964706.399569,-0.012347,0.012376,-0.000873,-1.502061,0.000976
7287.020140,281850,70,1,-0.000000,-0.000000,-0.000000,0.013833,-0.019518,0.019501,0.039019,-363196610.612520,-0.013816,0.013844,-0.000887,-1.502345,0.000976
12101.523750,281850,70,1,0.000000,0.000000,0.000000,0.017420,-0.024594,0.024566,0.049160,938855768.089499,-0.017392,0.017436,-0.001112,-1.502350,0.000976
15791.357720,281850,70,1,-0.000000,0.000002,-0.000000,0.019666,-0.027770,0.027734,0.055504,-958930247.642598,-0.019647,0.019662,-0.001293,-1.502496,0.000976
20371.230370,281850,70,1,0.000000,0.000000,0.000000,0.022066,-0.031172,0.031135,0.062308,1189259948.189406,-0.022028,0.022073,-0.001300,-1.501630,0.000976
34609.245200,281850,70,1,-0.000000,0.000001,-0.000000,0.027914,-0.039481,0.039416,0.078897,-5716713407.577262,-0.027864,0.027835,-0.001663,-1.500109,0.000976
46219.685470,281850,70,1,-0.000000,-0.000000,-0.000000,0.031247,-0.044116,0.044048,0.088164,-2461302882.211117,-0.031258,0.031235,-0.001636,-1.502573,0.000976
179740.999400,281850,70,1,-0.000000,-0.000000,-0.000000,0.055528,-0.078604,0.078368,0.156973,-997558230.498394,-0.055367,0.055437,-0.003166,-1.499636,0.000976
241162.502100,281850,70,1,-0.000000,0.000096,-0.000000,0.062091,-0.087774,0.087448,0.175222,-5298441794.742348,-0.062103,0.062081,-0.003827,-1.502111,0.000976
420112.765500,281850,70,1,-0.000000,0.000087,-0.000000,0.077802,-0.110135,0.109629,0.219763,-4686410117.897152,-0.077682,0.077837,-0.004763,-1.500742,0.000976
4393.820239,316230,70,1,-0.000000,-0.000000,-0.000000,0.009481,-0.013398,0.013395,0.026793,-115574536.226413,-0.009469,0.009459,-0.000341,-1.500222,0.000976
4786.864817,316230,70,1,-0.000000,0.000002,-0.000000,0.009891,-0.013982,0.013973,0.027956,-140678941.405703,-0.009884,0.009881,-0.000569,-1.500236,0.000976
5981.654210,316230,70,1,0.000000,0.000000,0.000000,0.011008,-0.015527,0.015518,0.031045,208748559.802378,-0.011002,0.011013,-0.000473,-1.502075,0.000976
7610.313356,316230,70,1,0.000000,0.000000,0.000000,0.012344,-0.017417,0.017404,0.034820,743529886.040777,-0.012323,0.012358,-0.000735,-1.502280,0.000976
9830.333671,316230,70,1,-0.000000,-0.000000,-0.000000,0.013891,-0.019605,0.019588,0.039193,-646541501.268918,-0.013902,0.013868,-0.000816,-1.502674,0.000976
16134.651810,316230,70,1,-0.000000,-0.000000,-0.000000,0.017464,-0.024664,0.024638,0.049302,-1375632460.472464,-0.017452,0.017463,-0.001060,-1.502257,0.000976
1062.695125,50020,90,1,0.000000,0.000004,0.000000,0.027786,-0.039200,0.039234,0.078434,1237082091.470765,-0.027752,0.027767,-0.000355,-1.500826,0.000976
1475.280120,50020,90,1,0.000000,0.000000,0.000000,0.031348,-0.044261,0.044288,0.088549,944118962.983751,-0.031356,0.031339,-0.000807,-1.500123,0.000976
2047.879223,50020,90,1,0.000000,0.000000,0.000000,0.034877,-0.049172,0.049145,0.098317,1428565394.674498,-0.034915,0.034897,-0.001763,-1.503280,0.000976
2664.462294,50030,90,1,-0.000000,0.000040,-0.000000,0.038828,-0.054791,0.054734,0.109525,-1419984752.950496,-0.038829,0.038752,-0.001903,-1.502303,0.000976
3775.700632,50020,90,1,0.000000,0.000078,0.000000,0.044267,-0.062463,0.062395,0.124858,5036634997.889742,-0.044273,0.044200,-0.002359,-1.502804,0.000976
6953.502338,50020,90,1,-0.000000,0.000031,-0.000000,0.055802,-0.078878,0.078739,0.157617,-1190441854.330137,-0.055700,0.055747,-0.003117,-1.499724,0.000976
9677.926484,50030,90,1,0.000000,0.000140,0.000000,0.062598,-0.088574,0.088299,0.176873,64098335344.221405,-0.062522,0.062436,-0.004401,-1.499696,0.000976
12996.579520,50030,90,1,0.000000,0.000201,0.000000,0.069381,-0.097955,0.097600,0.195556,3383148951.483186,-0.069334,0.069449,-0.004962,-1.501859,0.000976
18803.348770,50020,90,1,-0.000000,0.000124,-0.000000,0.078422,-0.110787,0.110312,0.221099,-5353622606.359812,-0.078440,0.078363,-0.005436,-1.502290,0.000976
26489.103160,50020,90,1,-0.000000,0.000386,-0.000000,0.087825,-0.124123,0.123506,0.247629,-3747185872.309448,-0.087719,0.087797,-0.006521,-1.502748,0.000976
37235.203460,50020,90,1,0.000000,0.000108,0.000000,0.098270,-0.139008,0.138198,0.277205,5590477454.846518,-0.098406,0.098293,-0.007410,-1.502052,0.000976
53611.429800,50020,90,1,0.000000,0.000213,0.000000,0.110685,-0.156683,0.155600,0.312283,18890115465.645912,-0.110735,0.110713,-0.008572,-1.502148,0.000976
75783.081670,50020,90,1,-0.000000,0.000661,-0.000000,0.124168,-0.175927,0.174494,0.350420,-42381908193.041588,-0.124340,0.124191,-0.009841,-1.501534,0.000976
108977.892800,50020,90,1,0.000000,0.000798,0.000000,0.140078,-0.198705,0.196870,0.395575,5312586651.740513,-0.140009,0.140042,-0.011086,-1.500179,0.000976
149950.267200,50020,90,1,0.000000,0.000657,0.000000,0.156697,-0.222380,0.219997,0.442377,2159164474020275.750000,-0.156689,0.156652,-0.012524,-1.501172,0.000976
262700.172900,50020,90,1,0.000000,0.002007,0.000000,0.193133,-0.273556,0.269656,0.543212,24721223124.026852,-0.193514,0.193670,-0.016207,-1.507437,0.000976
749.153501,56320,90,1,0.000000,0.000000,0.000000,0.021975,-0.031051,0.030995,0.062046,432740624.921437,-0.021956,0.021941,-0.001948,-1.501743,0.000976
963.809622,56320,90,1,0.000000,0.000011,0.000000,0.024752,-0.035023,0.034931,0.069953,1584145864.254422,-0.024711,0.024739,-0.002792,-1.499573,0.000976
1313.727770,56320,90,1,-0.000000,0.000003,-0.000000,0.027873,-0.039436,0.039346,0.078782,-548875237.487414,-0.027821,0.027859,-0.002376,-1.499702,0.000976
1807.253409,56310,90,1,0.000000,0.000000,0.000000,0.031016,-0.043806,0.043697,0.087503,5293409971.121544,-0.030966,0.031033,-0.002761,-1.502621,0.000976
3308.226246,56320,90,1,-0.000000,0.000025,-0.000000,0.039222,-0.055465,0.055237,0.110702,-1487524283.442923,-0.039160,0.039261,-0.004402,-1.502173,0.000976
6173.265396,56320,90,1,0.000000,0.000052,0.000000,0.049430,-0.070026,0.069691,0.139717,5624032199.673963,-0.049283,0.049412,-0.004845,-1.499237,0.000976
